index,month,day,seaice_extent_mean,seaice_extent_std,date
121,5,1,347815.5301380386,125612.44686206935,05-01
122,5,2,338680.2872318347,123872.73905655903,05-02
123,5,3,332070.689619186,123459.64957573639,05-03
124,5,4,324277.0329836862,123349.11476870277,05-04
125,5,5,313489.0981931914,129893.7416284372,05-05
126,5,6,305440.90178933175,128348.1498043025,05-06
127,5,7,296960.26175758574,129638.64213673754,05-07
128,5,8,290458.3117061241,128351.37185106454,05-08
129,5,9,279062.24584638426,129192.62459858788,05-09
130,5,10,269853.4634327353,129220.34713559262,05-10
131,5,11,261228.16117742955,127599.89386141775,05-11
132,5,12,251106.63764508444,126451.43252863461,05-12
133,5,13,242080.36477430732,126945.6366601247,05-13
134,5,14,232715.79598961468,123224.70408607738,05-14
135,5,15,224026.82440669884,120195.04886621473,05-15
136,5,16,214513.5473437235,117716.9605273344,05-16
137,5,17,203687.1495628765,115505.0538918167,05-17
138,5,18,193840.04745063174,113872.64501321655,05-18
139,5,19,184466.10849675882,110713.72590587124,05-19
140,5,20,176382.13021954667,109400.46499637378,05-20
141,5,21,167977.30729671151,105772.98276542142,05-21
142,5,22,153760.03340892703,103073.42844300604,05-22
143,5,23,147985.74193786547,99126.69989610452,05-23
144,5,24,139355.84157500337,95981.81824293092,05-24
145,5,25,129968.98504740909,93060.83207747385,05-25
146,5,26,121987.02182521923,89375.93117227586,05-26
147,5,27,114952.58155276257,83755.08499812335,05-27
148,5,28,107648.53623447976,82997.53902445841,05-28
149,5,29,100405.2890092066,79097.1296808097,05-29
150,5,30,93503.57181290623,75666.6132429675,05-30
151,5,31,88582.22728727355,71207.51808143749,05-31
152,6,1,78216.70485366635,65795.0313704236,06-01
153,6,2,70792.07124198931,61764.425695031525,06-02
154,6,3,63566.01249801622,57074.3799498434,06-03
155,6,4,55959.94404406658,53089.581162525035,06-04
156,6,5,51947.29191470423,49196.16978188583,06-05
157,6,6,43057.67221648897,42697.78530394184,06-06
158,6,7,40477.12640196256,38966.62665904406,06-07
159,6,8,35318.513906671025,35689.64450208027,06-08
160,6,9,30345.1644011042,31185.55610111959,06-09
161,6,10,27846.91751978439,30116.969859466117,06-10
162,6,11,25206.635609759778,27209.279150461636,06-11
163,6,12,23732.62154703181,26211.815014525768,06-12
164,6,13,20717.53652151469,21580.60341936557,06-13
165,6,14,19120.281873622625,18210.863794019875,06-14
166,6,15,17228.579748003624,16339.192530488608,06-15
167,6,16,16528.685027589916,15286.270618967514,06-16
168,6,17,15889.626696599085,12814.940053295939,06-17
169,6,18,14174.51759665051,10384.157789651648,06-18
170,6,19,12543.420364324456,8792.306047633492,06-19
171,6,20,12367.2617696658,8337.673234596565,06-20
172,6,21,12692.101078732427,7977.503288919895,06-21
173,6,22,13175.267936829196,7254.511978783308,06-22
174,6,23,11711.97697990035,6343.479453065273,06-23
175,6,24,11791.419023936402,6765.573141680294,06-24
176,6,25,10663.87218756842,5674.531849585698,06-25
177,6,26,11049.97955804034,6521.592631106175,06-26
178,6,27,9981.694539667913,4676.54778308132,06-27
179,6,28,10815.522455274053,4480.873031528191,06-28
180,6,29,11374.102939222972,5709.097158071711,06-29
181,6,30,12056.140639957417,6438.592255152299,06-30
182,7,1,8738.719833838495,5958.15482449872,07-01
183,7,2,9068.176849990574,4902.322051611506,07-02
184,7,3,7635.999951161988,2270.2639153704163,07-03
185,7,4,7523.295782016982,2020.6328389960977,07-04
186,7,5,7425.290155871784,2162.103273370226,07-05
187,7,6,7580.235289341165,2085.082491856644,07-06
188,7,7,7112.936224168894,1981.4559602244854,07-07
189,7,8,7366.316366970736,2327.1303844666295,07-08
190,7,9,8489.103443932145,3170.5539927332784,07-09
191,7,10,7810.561470855634,2650.827503862195,07-10
192,7,11,6901.663798773894,1758.8130181597367,07-11
193,7,12,7193.076206959435,1825.6122090354486,07-12
194,7,13,7287.694425614832,2427.5859897091837,07-13
195,7,14,7928.928066676659,3184.607288885881,07-14
196,7,15,7789.482464828012,3155.6387248242386,07-15
197,7,16,7558.410890840271,2620.277728954057,07-16
198,7,17,7208.765226462652,2244.193746314989,07-17
199,7,18,7538.035457459503,1996.919593732129,07-18
200,7,19,7577.891591875746,2433.0694747339244,07-19
201,7,20,8217.540016596728,5119.609699391497,07-20
202,7,21,7889.163184616145,3976.791527078335,07-21
203,7,22,7480.8674903251385,2732.585797381383,07-22
204,7,23,8372.724130014796,4372.173273185941,07-23
205,7,24,7849.086037048297,3049.930710291222,07-24
206,7,25,7694.983082600121,3715.1661983062304,07-25
207,7,26,7733.190203292351,2935.0974932522126,07-26
208,7,27,7541.583448927409,2574.4997065196844,07-27
209,7,28,7169.898638787913,2731.2510915148478,07-28
210,7,29,8101.9196573199215,3099.0674410622096,07-29
211,7,30,8470.18522109165,4694.756873887805,07-30
212,7,31,7809.321599583361,3375.836225939668,07-31
213,8,1,5637.493584113808,329.7786365605952,08-01
214,8,2,5693.824975960399,323.0155481613308,08-02
215,8,3,5579.996462282224,242.32401690203255,08-03
216,8,4,5543.872629327281,303.1400175463562,08-04
217,8,5,5525.977724043445,311.3124434377247,08-05
218,8,6,5524.821397239539,270.9264871868761,08-06
219,8,7,5561.604773934662,253.60086476994485,08-07
220,8,8,5618.5957095214335,262.4320610382985,08-08
221,8,9,5581.1621922672175,243.04982512895654,08-09
222,8,10,5617.936165781252,213.7756324628859,08-10
223,8,11,5546.185282935094,340.2870723196998,08-11
224,8,12,5543.213085587101,263.07187112275085,08-12
225,8,13,5638.649910917714,363.3166217603966,08-13
226,8,14,5506.4297088919775,277.3021003567234,08-14
227,8,15,5579.996462282224,242.32401690203238,08-15
228,8,16,5598.388150629785,228.97467336463944,08-16
229,8,17,5636.987397868995,289.0672525589925,08-17
230,8,18,5579.996462282224,242.32401690203258,08-18
231,8,19,5618.5957095214335,302.1895800654901,08-19
232,8,20,5732.424223199609,389.5069494822899,08-20
233,8,21,5656.54481620155,316.80042830608613,08-21
234,8,22,5675.42388443175,299.5870596635686,08-22
235,8,23,5655.88527246137,316.6654145504602,08-23
236,8,24,5694.48451970058,356.11909891915883,08-24
237,8,25,5673.80977867691,342.7626406130919,08-25
238,8,26,5734.408625646461,363.6310333964762,08-26
239,8,27,5832.59762950558,524.6221242739015,08-27
240,8,28,5711.80955130808,266.40275089499704,08-28
241,8,29,5713.575741900843,343.4093743587885,08-29
242,8,30,5751.013911590411,265.67858439018454,08-30
243,8,31,5673.128250145391,306.9202796256776,08-31
244,9,1,5919.409084473935,726.399549242922,09-01
245,9,2,5978.90829557823,559.7038834685914,09-02
246,9,3,5979.929583569164,560.3450379101446,09-03
247,9,4,5919.297309065368,653.755583832381,09-04
248,9,5,5838.975928223942,611.9593937979055,09-05
249,9,6,6019.644295779497,683.6642446732453,09-06
250,9,7,5919.350383640176,593.6503900470802,09-07
251,9,8,6078.908232439085,538.5892987106731,09-08
252,9,9,5879.011026470276,583.3739843795856,09-09
253,9,10,5978.5238117010385,559.4705401720829,09-10
254,9,11,6019.956611165778,770.4009089728908,09-11
255,9,12,6158.776144924461,613.2803914381561,09-12
256,9,13,5958.655472010355,578.2710467043238,09-13
257,9,14,6059.131450683027,718.5787823718716,09-14
258,9,15,5919.7374433876375,793.2944249118895,09-15
259,9,16,5879.328495454146,734.7049369016314,09-16
260,9,17,6059.368251662104,540.1471716662694,09-17
261,9,18,6078.99979037371,859.1546130507875,09-18
262,9,19,6240.551011052743,836.8077606078566,09-19
263,9,20,6099.028229426709,698.8332061366959,09-20
264,9,21,6340.715915977806,790.6858353043859,09-21
265,9,22,6079.696158915972,943.256077820184,09-22
266,9,23,6199.335475599811,516.8776359859639,09-23
267,9,24,6098.377838219447,512.1433376586212,09-24
268,9,25,5998.855336368228,538.1416905350206,09-25
269,9,26,6119.090796375147,510.0383517197194,09-26
270,9,27,5939.314858188534,597.421441969659,09-27
271,9,28,6099.153648126951,681.0625387740586,09-28
272,9,29,6159.3767864515,503.24825724243993,09-29
273,9,30,6098.123736818558,623.0543377112158,09-30
274,10,1,11785.449253532646,7915.525384938551,10-01
275,10,2,9578.048444544109,5027.419768295346,10-02
276,10,3,10250.3483574431,5959.763678023889,10-03
277,10,4,9675.061349641142,6990.304201788828,10-04
278,10,5,9458.71886688878,4104.980876163378,10-05
279,10,6,11722.888177686084,9155.122300781111,10-06
280,10,7,8880.390542572613,4703.880841697906,10-07
281,10,8,8942.01779375418,4341.277828176737,10-08
282,10,9,9036.01806347975,4016.6039125541797,10-09
283,10,10,10197.715552185347,6260.367282758966,10-10
284,10,11,8580.408831457573,3180.905787512582,10-11
285,10,12,9989.429602514336,10166.450380772158,10-12
286,10,13,8833.483450950054,4369.344890647505,10-13
287,10,14,10321.706354599804,10175.650181503299,10-14
288,10,15,9329.109678879111,5350.1789110048,10-15
289,10,16,9911.135391879554,5407.869721611062,10-16
290,10,17,9392.7298904477,6468.095133277359,10-17
291,10,18,9376.52690947475,4495.683848529573,10-18
292,10,19,10552.60810026417,5907.996031791863,10-19
293,10,20,9946.448650439988,4375.353199327414,10-20
294,10,21,11505.700162193463,5626.020653652363,10-21
295,10,22,12259.335462120182,8495.928348510302,10-22
296,10,23,11692.484272127795,6259.4673415023835,10-23
297,10,24,11814.04648451381,6444.518833170245,10-24
298,10,25,11734.70927049482,7330.644356972167,10-25
299,10,26,12675.450725697401,9076.874483964319,10-26
300,10,27,13654.424090898614,9538.513090114619,10-27
301,10,28,13831.246555257698,8846.645797144882,10-28
302,10,29,15461.63069173151,11708.476600119473,10-29
303,10,30,15279.598527245247,13737.933284968354,10-30
304,10,31,17402.44176930344,14699.193733693439,10-31
305,11,1,20456.87453100744,19622.93244085685,11-01
306,11,2,21079.04565928345,20535.501833468,11-02
307,11,3,23638.980537193394,22136.209254847603,11-03
308,11,4,24332.565017511562,20488.592288169893,11-04
309,11,5,22718.047762412927,21313.071418220283,11-05
310,11,6,25876.3555353791,24362.13616107611,11-06
311,11,7,30329.09581565815,27006.179593251265,11-07
312,11,8,33033.72647923471,28482.141136684713,11-08
313,11,9,37168.8002765353,29645.207250218642,11-09
314,11,10,35607.839566575225,29648.275555170658,11-10
315,11,11,37547.58680751587,32001.34708387379,11-11
316,11,12,39693.64118686617,33937.882610867884,11-12
317,11,13,45262.97655201972,39037.57713882727,11-13
318,11,14,48243.95673093774,39409.15224330461,11-14
319,11,15,52747.890643357816,45632.06243485541,11-15
320,11,16,55211.880937858754,46364.44246866469,11-16
321,11,17,57197.222760757264,47625.07312922887,11-17
322,11,18,60230.61718610723,46611.08468126121,11-18
323,11,19,67219.79875954919,46395.78476570288,11-19
324,11,20,71833.00036509165,50109.45391007974,11-20
325,11,21,81919.88687769741,55639.68978558937,11-21
326,11,22,85880.34885098372,60234.17029337363,11-22
327,11,23,94843.3996629832,63667.60641751828,11-23
328,11,24,102243.83763151428,68878.26089872827,11-24
329,11,25,113716.98769211477,69262.33825485603,11-25
330,11,26,120205.42636539497,70927.57555976431,11-26
331,11,27,124978.48794251315,70940.98518646043,11-27
332,11,28,128942.05406288028,75054.40935296316,11-28
333,11,29,133876.87301121053,77958.80602272645,11-29
334,11,30,139482.46640926012,79342.19148902489,11-30
335,12,1,149373.26939635733,84139.14315162321,12-01
336,12,2,154520.18928034065,81773.50429264514,12-02
337,12,3,174357.96648671894,115845.31342727688,12-03
338,12,4,197487.0390864395,143353.43986492237,12-04
339,12,5,202163.48750634637,141053.9395891268,12-05
340,12,6,206675.08987630563,141182.89718967158,12-06
341,12,7,211905.5789861475,143280.62948826634,12-07
342,12,8,216600.56074018605,143691.54302623475,12-08
343,12,9,219506.43702165424,142699.22138269534,12-09
344,12,10,222337.8891437022,141953.55891929686,12-10
345,12,11,214512.21393588904,120206.29027059967,12-11
346,12,12,222466.32719873887,120033.12346606365,12-12
347,12,13,228220.2099615314,123097.92996782811,12-13
348,12,14,235515.79980696965,122698.76974712074,12-14
349,12,15,242249.8124634597,120978.64441947408,12-15
350,12,16,247894.2701097147,120154.69243382121,12-16
351,12,17,250839.44364806244,114655.2927653188,12-17
352,12,18,256662.59161123578,114555.86713132572,12-18
353,12,19,259825.23905920322,115827.20165993687,12-19
354,12,20,263321.3309232683,118733.14573637521,12-20
355,12,21,266754.51838419406,119795.04169880452,12-21
356,12,22,280437.12946846726,119630.88369551003,12-22
357,12,23,283974.408102773,117539.30293287607,12-23
358,12,24,290421.1338147266,113927.10272734502,12-24
359,12,25,299096.4387897431,110114.53803636291,12-25
360,12,26,316120.972658597,123065.2389618365,12-26
361,12,27,322231.5072237461,124760.25223228267,12-27
362,12,28,310645.198814479,112907.79879792174,12-28
363,12,29,316523.3149284894,112951.33857711077,12-29
364,12,30,322540.07565198705,116144.65133728909,12-30
365,12,31,325064.155050017,119168.46175414836,12-31
