index,month,day,seaice_extent_mean,seaice_extent_std,date
58,2,28,511106.28322952136,114.54745586244304,02-28
59,2,29,511126.856559928,0.0,02-29
60,3,1,511106.3898036065,113.95407646958265,03-01
61,3,2,511126.856559928,0.0,03-02
62,3,3,511126.856559928,0.0,03-03
63,3,4,511126.856559928,0.0,03-04
64,3,5,511106.773000229,111.82052797090974,03-05
65,3,6,511126.856559928,0.0,03-06
66,3,7,511085.91979921726,227.9262374149919,03-07
67,3,8,511126.856559928,0.0,03-08
68,3,9,511126.856559928,0.0,03-09
69,3,10,511126.856559928,0.0,03-10
70,3,11,511126.856559928,0.0,03-11
71,3,12,511126.856559928,0.0,03-12
72,3,13,511126.856559928,0.0,03-13
73,3,14,511126.856559928,0.0,03-14
74,3,15,511126.856559928,0.0,03-15
75,3,16,511126.856559928,0.0,03-16
76,3,17,511126.856559928,0.0,03-17
77,3,18,511126.856559928,0.0,03-18
78,3,19,511126.856559928,0.0,03-19
79,3,20,511126.856559928,0.0,03-20
80,3,21,511126.856559928,0.0,03-21
81,3,22,511107.0138874781,110.4793245297183,03-22
82,3,23,511126.856559928,0.0,03-23
83,3,24,511126.856559928,0.0,03-24
84,3,25,511126.856559928,0.0,03-25
85,3,26,511126.856559928,0.0,03-26
86,3,27,511126.856559928,0.0,03-27
87,3,28,511126.856559928,0.0,03-28
88,3,29,511126.856559928,0.0,03-29
89,3,30,511126.856559928,0.0,03-30
90,3,31,511126.856559928,0.0,03-31
91,4,1,511126.856559928,0.0,04-01
92,4,2,511086.4191921615,156.55448811969737,04-02
93,4,3,510963.75188819825,797.6206941960003,04-03
94,4,4,511126.856559928,0.0,04-04
95,4,5,511126.856559928,0.0,04-05
96,4,6,511126.856559928,0.0,04-06
97,4,7,511126.856559928,0.0,04-07
98,4,8,510944.8303452246,1013.479071326312,04-08
99,4,9,511085.82441242336,158.8314750540535,04-09
100,4,10,511126.856559928,0.0,04-10
101,4,11,511126.856559928,0.0,04-11
102,4,12,511126.856559928,0.0,04-12
103,4,13,511126.856559928,0.0,04-13
104,4,14,511126.856559928,0.0,04-14
105,4,15,511126.856559928,0.0,04-15
106,4,16,511106.32243492786,114.32916939779551,04-16
107,4,17,511126.856559928,0.0,04-17
108,4,18,511085.9483567679,158.3487508108844,04-18
109,4,19,511126.856559928,0.0,04-19
110,4,20,511126.856559928,0.0,04-20
111,4,21,511106.6030606128,112.76671170957913,04-21
112,4,22,511126.856559928,0.0,04-22
113,4,23,511126.856559928,0.0,04-23
114,4,24,511126.856559928,0.0,04-24
115,4,25,511126.856559928,0.0,04-25
116,4,26,511126.856559928,0.0,04-26
117,4,27,511126.856559928,0.0,04-27
118,4,28,511106.9464378564,110.85486812952445,04-28
119,4,29,511126.856559928,0.0,04-29
120,4,30,511126.856559928,0.0,04-30
121,5,1,510965.40947342006,898.899334741428,05-01
122,5,2,511086.39459043305,225.2827118039568,05-02
123,5,3,511126.856559928,0.0,05-03
124,5,4,510946.8053383455,806.293096417584,05-04
125,5,5,510627.8845146598,1837.4074758802103,05-05
126,5,6,510487.06863610307,2586.816422139282,05-06
127,5,7,510386.4336479065,2889.598759822928,05-07
128,5,8,510287.3618850176,3394.492713552974,05-08
129,5,9,510065.93284103426,3462.815964935079,05-09
130,5,10,510066.6259075207,3685.0943250749056,05-10
131,5,11,510025.53343863424,4071.36588451642,05-11
132,5,12,509667.33189046406,4047.0188273605145,05-12
133,5,13,509608.5879747157,4008.8919718982056,05-13
134,5,14,509510.7523020539,3611.946174417289,05-14
135,5,15,508240.94286372134,6067.86975023372,05-15
136,5,16,507982.2516454763,6167.63989717473,05-16
137,5,17,507362.09404254117,7034.747425188813,05-17
138,5,18,506466.82266231574,7858.051129648706,05-18
139,5,19,506235.1724132461,7507.830886314577,05-19
140,5,20,505419.14711503644,8293.305693019727,05-20
141,5,21,504943.39560530364,9177.021855410963,05-21
142,5,22,504358.005413565,10054.909059865951,05-22
143,5,23,503260.2636392012,11219.576603611671,05-23
144,5,24,501859.1974056411,13112.851557797107,05-24
145,5,25,501298.84215027903,13040.480027082973,05-25
146,5,26,500664.4797729055,14187.379231115474,05-26
147,5,27,498666.10123111843,14577.743534718102,05-27
148,5,28,496693.75355676527,15603.510301399008,05-28
149,5,29,495934.9686083008,15637.112458702662,05-29
150,5,30,495526.82545435784,16263.280735285729,05-30
151,5,31,492892.67009095015,17865.56613909312,05-31
152,6,1,490461.4927473222,19768.907377347034,06-01
153,6,2,486714.7278797814,22990.903892005997,06-02
154,6,3,485110.95419425226,24468.77801353666,06-03
155,6,4,482881.69832776097,27524.787741146367,06-04
156,6,5,479144.4895489079,29889.607181989773,06-05
157,6,6,476671.00614201714,32207.78902617955,06-06
158,6,7,475437.80599456525,32943.085209044264,06-07
159,6,8,473493.2516079618,33207.897700483816,06-08
160,6,9,470039.4221413097,32854.08277577493,06-09
161,6,10,466972.13585642405,33906.02002696017,06-10
162,6,11,464401.34797313117,34611.20352741208,06-11
163,6,12,460182.22144227487,37160.388327596535,06-12
164,6,13,457366.59565588465,38177.42770019873,06-13
165,6,14,454088.2716747228,39180.40492753372,06-14
166,6,15,450173.252229193,40031.30083506184,06-15
167,6,16,447602.22446679394,40620.66849045771,06-16
168,6,17,445412.567670647,40034.862580941015,06-17
169,6,18,442270.547020233,40553.35043969218,06-18
170,6,19,441115.36328986386,40777.72599500299,06-19
171,6,20,439218.13983050734,40702.516056227374,06-20
172,6,21,438033.62415637996,40394.424025894834,06-21
173,6,22,434040.7568439026,38978.79743921507,06-22
174,6,23,428746.9384677614,38638.131627171504,06-23
175,6,24,425228.8513370002,39352.44516679178,06-24
176,6,25,419967.6211865365,38503.94925105585,06-25
177,6,26,416189.2501177705,39961.88766816388,06-26
178,6,27,414572.9352367492,40854.145726639945,06-27
179,6,28,410586.5396159301,42006.486297659765,06-28
180,6,29,405939.3132074838,41810.62858513502,06-29
181,6,30,402341.7612549631,41983.618984240224,06-30
182,7,1,397697.00638709887,41382.99380122885,07-01
183,7,2,393486.3793912988,42887.95567689124,07-02
184,7,3,389753.0892000902,44336.353854444285,07-03
185,7,4,387395.1624039247,46760.85602559944,07-04
186,7,5,382745.0104618235,49512.13274656035,07-05
187,7,6,380683.0189794133,51331.05166106243,07-06
188,7,7,376011.7386446134,53173.35564825137,07-07
189,7,8,374385.3590906623,53691.70486267752,07-08
190,7,9,370873.19559142384,56166.58113257693,07-09
191,7,10,368713.5956024345,58437.463971284364,07-10
192,7,11,363790.1822708102,59599.86820261023,07-11
193,7,12,360297.9698012777,62841.56035490945,07-12
194,7,13,354493.1982963553,66479.75208731352,07-13
195,7,14,349175.7269164728,68746.545373774,07-14
196,7,15,344637.48559705104,70803.65321801868,07-15
197,7,16,339685.7257919735,74841.53937337548,07-16
198,7,17,333868.32257597276,76768.23939480925,07-17
199,7,18,328967.19768484565,79299.10482069389,07-18
200,7,19,325072.75046939787,81418.52335972598,07-19
201,7,20,318487.3725431723,85511.84795397126,07-20
202,7,21,318113.69475830026,85013.12467343896,07-21
203,7,22,312687.86148473556,88919.75478617182,07-22
204,7,23,309642.76559752267,90500.00618847598,07-23
205,7,24,307868.6442225641,88010.1292607206,07-24
206,7,25,304914.82058741397,89224.2887312257,07-25
207,7,26,300430.02438602154,93863.46788025308,07-26
208,7,27,293453.90872905054,99003.25601536116,07-27
209,7,28,287041.83050886146,103546.37767296212,07-28
210,7,29,283125.4681057011,104336.74856528573,07-29
211,7,30,276384.42842797574,105076.70896176841,07-30
212,7,31,270627.0500428929,100562.40182300365,07-31
213,8,1,257757.99856004835,100170.36161097907,08-01
214,8,2,251052.27903860423,107268.18524280757,08-02
215,8,3,244948.6765314875,110142.32432041552,08-03
216,8,4,243515.92213911083,107319.52457471663,08-04
217,8,5,237848.31865554364,109183.22218264594,08-05
218,8,6,232341.52409721646,108840.95643422598,08-06
219,8,7,224876.348659965,108110.31674486643,08-07
220,8,8,221091.26690040433,112055.861934674,08-08
221,8,9,216721.9865932635,116662.19793288001,08-09
222,8,10,211769.13285053225,113622.74929710322,08-10
223,8,11,210127.84878504992,114052.34124771366,08-11
224,8,12,208812.08849654725,114076.40433244851,08-12
225,8,13,201310.975458404,116436.64385397271,08-13
226,8,14,193595.91590579227,117439.09302796908,08-14
227,8,15,191987.15027868838,118780.06936657648,08-15
228,8,16,186481.5856666436,120170.4949677804,08-16
229,8,17,182803.5681689315,122498.79759371263,08-17
230,8,18,180287.06411632456,122248.07560281105,08-18
231,8,19,179116.56773938294,122914.36182349219,08-19
232,8,20,177167.9565261804,121020.60058947689,08-20
233,8,21,173705.17202029223,121568.214333109,08-21
234,8,22,172585.34436427307,122075.13157528917,08-22
235,8,23,172074.54842113575,122862.24944724375,08-23
236,8,24,168759.06296849725,122063.39138757999,08-24
237,8,25,170229.60350162673,121649.49527222874,08-25
238,8,26,168433.54353950205,122544.20860271229,08-26
239,8,27,167118.9399324289,122278.09009364876,08-27
240,8,28,167579.0059120234,122198.17325448504,08-28
241,8,29,161210.0020382522,121228.14032661154,08-29
242,8,30,157411.69849778322,119348.21950463715,08-30
243,8,31,153370.2495128087,117817.64061287194,08-31
244,9,1,150742.73202675348,118276.510201263,09-01
245,9,2,148048.4493577275,116110.95707382882,09-02
246,9,3,146754.39215718998,116039.37330677596,09-03
247,9,4,144599.86997759357,116647.20802460353,09-04
248,9,5,143560.48864302682,115820.73598794108,09-05
249,9,6,141429.9498796296,115623.5503828316,09-06
250,9,7,137576.8738987244,116449.47333388387,09-07
251,9,8,138342.14327074194,116581.38763402971,09-08
252,9,9,135268.97856051067,117062.80524790961,09-09
253,9,10,135290.8592124857,118923.03330111643,09-10
254,9,11,133863.14894401238,118668.48702496932,09-11
255,9,12,132996.9402720782,118094.62305999125,09-12
256,9,13,131626.71101253986,118851.72337122133,09-13
257,9,14,132062.0222135207,120259.67959215949,09-14
258,9,15,130362.05006284598,121237.31236770363,09-15
259,9,16,131673.3122832752,123480.5735363036,09-16
260,9,17,135950.36134741214,126875.52043068776,09-17
261,9,18,135331.61802330628,126850.37100492256,09-18
262,9,19,136447.52534905012,128560.69250096714,09-19
263,9,20,138508.29952833988,130409.74882359918,09-20
264,9,21,138064.9506431695,128742.57888371716,09-21
265,9,22,139207.79249729964,129269.58777804226,09-22
266,9,23,142060.2331957481,130475.77525281541,09-23
267,9,24,144413.86735793622,130328.82206334542,09-24
268,9,25,146042.02083037575,129621.36749312044,09-25
269,9,26,148940.48144136075,129272.07695247367,09-26
270,9,27,153359.59701820795,130193.90391944985,09-27
271,9,28,157479.73715636524,130394.90284362187,09-28
272,9,29,159543.49950073115,130894.90105768526,09-29
273,9,30,161631.69144473184,129722.2433653515,09-30
274,10,1,170177.1457688625,132666.5827648899,10-01
275,10,2,171461.83062884124,134013.7439473692,10-02
276,10,3,173555.74351285768,134763.78182209175,10-03
277,10,4,174590.38426624108,133003.80123879932,10-04
278,10,5,179777.1304841813,130457.6903307942,10-05
279,10,6,188555.3183834523,131697.6915776881,10-06
280,10,7,195669.5070224995,133215.55632706647,10-07
281,10,8,199942.44103919415,134361.2534334166,10-08
282,10,9,202655.38777522062,132463.6220041818,10-09
283,10,10,204573.79359274765,131735.22029262077,10-10
284,10,11,209437.92561360745,129804.15566261251,10-11
285,10,12,213992.54819917117,128286.39719768512,10-12
286,10,13,220149.13567159028,122799.28873319823,10-13
287,10,14,231008.50433050835,118041.35554636369,10-14
288,10,15,238024.67158573258,115600.4074506718,10-15
289,10,16,240946.94942201945,116631.58447334307,10-16
290,10,17,248075.70865682888,116198.86162603884,10-17
291,10,18,254361.8059556051,116617.1252342433,10-18
292,10,19,260739.06689267937,114927.92625134416,10-19
293,10,20,271929.9961141035,114274.77065934216,10-20
294,10,21,281373.9427040033,109383.56521141596,10-21
295,10,22,291374.83989186917,104076.75089135552,10-22
296,10,23,300151.7174604525,100205.63067246252,10-23
297,10,24,309591.9305788328,95927.2235372847,10-24
298,10,25,319627.90471132775,92797.58541272933,10-25
299,10,26,325644.85850862873,91881.77864804947,10-26
300,10,27,331164.3423145215,88470.8641269543,10-27
301,10,28,336521.2730471924,85512.61762974875,10-28
302,10,29,342917.1746796735,81312.6974353352,10-29
303,10,30,349918.7074157525,77815.88712548706,10-30
304,10,31,353705.2234001493,75173.58289203476,10-31
305,11,1,361677.7541370006,71357.25708423642,11-01
306,11,2,365032.16388588556,71577.99754749077,11-02
307,11,3,366962.35322522913,71619.82667521844,11-03
308,11,4,371122.03275345906,71634.61568661666,11-04
309,11,5,376087.5470541181,74158.84115613638,11-05
310,11,6,382285.3629791019,74804.41522544569,11-06
311,11,7,390586.3429031608,71096.83292403318,11-07
312,11,8,396738.17619028594,69030.91305847673,11-08
313,11,9,403370.47027487383,67288.83462160816,11-09
314,11,10,402611.99111635366,66002.22492231133,11-10
315,11,11,405263.2539241389,65420.068336175944,11-11
316,11,12,410424.9634646397,61254.44169468668,11-12
317,11,13,420399.5113650195,59277.78435773171,11-13
318,11,14,425500.44020585954,58054.39712229982,11-14
319,11,15,428624.79045238026,57594.98279312869,11-15
320,11,16,432822.9439096774,56240.28190328286,11-16
321,11,17,434928.2712391353,53207.42462888246,11-17
322,11,18,438088.5744835643,52378.18742090717,11-18
323,11,19,443314.70070819184,51615.64642369752,11-19
324,11,20,449047.1943374054,49805.034963888,11-20
325,11,21,455972.78437040065,48297.69254504025,11-21
326,11,22,460430.7555196045,48650.129531702376,11-22
327,11,23,466726.7988656668,47479.06177153808,11-23
328,11,24,471803.68358452374,44222.82819633993,11-24
329,11,25,477520.47930361435,41805.85471851733,11-25
330,11,26,482679.13679528906,38555.10252999236,11-26
331,11,27,485148.7525331244,35699.356337633486,11-27
332,11,28,487292.3034016304,32914.773606629766,11-28
333,11,29,490332.13966557384,30434.42849675761,11-29
334,11,30,490490.947611047,30230.242468219647,11-30
335,12,1,489642.8642796108,33561.240356306036,12-01
336,12,2,493017.6868297429,32436.884641020264,12-02
337,12,3,496413.5885615956,29349.365977978956,12-03
338,12,4,499452.64299697627,23926.70970946958,12-04
339,12,5,501553.7208663987,21629.002849168457,12-05
340,12,6,502204.87681081396,21823.51281279975,12-06
341,12,7,503073.1670157866,19476.93595848496,12-07
342,12,8,503495.3211249927,18805.580146433153,12-08
343,12,9,503805.50951722264,19012.251736221664,12-09
344,12,10,505500.05028535804,15214.938931090008,12-10
345,12,11,507522.33232766396,10007.053065123657,12-11
346,12,12,508101.4291555825,9136.984029654337,12-12
347,12,13,508299.6151814798,8695.76063173508,12-13
348,12,14,508575.6410309711,8259.758398689562,12-14
349,12,15,509228.4507617102,6901.777665216515,12-15
350,12,16,510059.1442731976,4032.8479104485855,12-16
351,12,17,510593.20354633,1860.5033275725184,12-17
352,12,18,510968.8845761783,416.5428136771045,12-18
353,12,19,511048.16955074534,342.360643912478,12-19
354,12,20,510713.8212961455,2085.5734418938005,12-20
355,12,21,510456.304582103,3311.372272689567,12-21
356,12,22,510732.61766058195,1797.5977264491505,12-22
357,12,23,510989.1576538101,662.8936065783217,12-23
358,12,24,511087.5910537327,151.99024821482857,12-24
359,12,25,511126.856559928,0.0,12-25
360,12,26,511126.856559928,0.0,12-26
361,12,27,511126.856559928,0.0,12-27
362,12,28,511126.856559928,0.0,12-28
363,12,29,511126.856559928,0.0,12-29
364,12,30,511126.856559928,0.0,12-30
365,12,31,511126.856559928,0.0,12-31
